date,novillo_ars_kg,log_price,log_return
2001-06-01,2.05,0.7178397931503168,
2001-07-01,1.0821866081580445,0.07898363150388106,-0.6388561616464357
2001-08-01,0.582573793172666,-0.5402994180077408,-0.6192830495116219
2001-09-01,0.5193417004217612,-0.6551932301392708,-0.11489381213152994
2001-10-01,0.8048173755591478,-0.21713988996024317,0.43805334017902764
2001-11-01,1.3869138304981,0.32708101286930796,0.5442209028295512
2001-12-01,2.16,0.7701082216960737,0.4430272088267658
2002-01-01,3.104496262269092,1.1328514678501391,0.3627432461540654
2002-02-01,4.1247360482974775,1.4170020294477856,0.2841505615976465
2002-03-01,5.050566642865709,1.6195004435006504,0.20249841405286473
2002-04-01,6.013088745365431,1.7939385508651058,0.17443810736445542
2002-05-01,6.815442676962229,1.919191019306314,0.1252524684412082
2002-06-01,7.44,2.0068708488450007,0.0876798295386867
2002-07-01,7.795772012653136,2.0535815370736654,0.046710688228664754
2002-08-01,7.928177467643545,2.070423181696869,0.01684164462320359
2002-09-01,7.863050443399083,2.062174628275471,-0.008248553421398075
2002-10-01,7.651507531298577,2.0349026913389454,-0.02727193693652552
2002-11-01,7.320325023781203,1.9906547291433758,-0.04424796219556959
2002-12-01,6.93,1.9358598132018119,-0.05479491594156394
2003-01-01,6.495128437302114,1.8710524247233666,-0.06480738847844525
2003-02-01,6.068450243122932,1.803103258325414,-0.06794916639795257
2003-03-01,5.723736891395304,1.7446218947738885,-0.058481363551525556
2003-04-01,5.424355589169332,1.6908991069644035,-0.05372278780948503
2003-05-01,5.253783120051858,1.6589484113957118,-0.03195069556869168
2003-06-01,5.24,1.6563214983329508,-0.0026269130627609716
2003-07-01,5.407268303970743,1.6877440307649736,0.031422532432022754
2003-08-01,5.7297511035111475,1.7456720923506062,0.05792806158563257
2003-09-01,6.1506992151930175,1.8165657688831272,0.07089367653252099
2003-10-01,6.600760715324482,1.8871849022881169,0.07061913340498971
2003-11-01,7.057177980422636,1.954045252109143,0.06686034982102607
2003-12-01,7.44,2.0068708488450007,0.05282559673585774
2004-01-01,7.73405748918107,2.045633626462504,0.03876277761750346
2004-02-01,7.931455664062116,2.0708365829953777,0.02520295653287352
2004-03-01,8.044748773115657,2.0850195522520476,0.014182969256669953
2004-04-01,8.106812976014725,2.092704816295125,0.0076852640430775665
2004-05-01,8.12556998571544,2.095015877843313,0.0023110615481876096
2004-06-01,8.12,2.0943301541735866,-0.0006857236697261904
2004-07-01,8.105036192645843,2.092485620649087,-0.0018445335244994254
2004-08-01,8.084608043179482,2.0899620123461067,-0.0025236083029804846
2004-09-01,8.061452100229722,2.0870937016102595,-0.002868310735847146
2004-10-01,8.03865404728329,2.0842616621224326,-0.002832039487826954
2004-11-01,8.016975765863176,2.0815612642126853,-0.0027003979097472985
2004-12-01,8.0,2.0794415416798357,-0.002119722532849533
2005-01-01,7.988212681589437,2.07796704033551,-0.001474501344325585
2005-02-01,7.9812835362912935,2.077099242674463,-0.0008677976610469429
2005-03-01,7.977836307980334,2.0766672353459623,-0.0004320073285009052
2005-04-01,7.975621775752478,2.0763896112433438,-0.00027762410261855663
2005-05-01,7.97358703576621,2.0761344587751114,-0.000255152468232378
2005-06-01,7.97,2.075684492802124,-0.0004499659729875205
